ew_behavior,reaction_delay,maneuver,fighter_g,target_angle,escaped
Autonomous,1.1206762711086333,Zoom Climb,5.249225229252943,15.10318988570836,False
Autonomous,1.0995428888318255,Break Turn,8.209909423495352,13.902139726789656,False
Autonomous,1.1609761179876172,Zoom Climb,5.671551162546926,52.82762897099491,False
Autonomous,0.7717189483445653,Zoom Climb,4.757000706467821,37.34450120832035,False
Autonomous,0.9381577690711009,Break Turn,8.902976409559786,48.64207703472765,False
Autonomous,0.5485529106126158,Barrel Roll,5.754518166455952,-55.324424122771966,False
Autonomous,0.7355879504221086,Split-S,6.797439075734403,41.38503731633455,True
Autonomous,1.070127937812255,Break Turn,7.7400936357335155,23.14684304303273,False
Autonomous,1.1556537062989949,Zoom Climb,5.970142087607772,36.41771164618183,False
Autonomous,0.624207680645806,Break Turn,7.921300709374895,9.110949030970147,False
Autonomous,0.589382810595726,Break Turn,8.441032401854992,-19.103575169637857,False
Autonomous,1.1008889262901083,Break Turn,8.199611949750615,28.789051253684946,False
Autonomous,0.7644102203234064,Break Turn,7.763130931119643,39.17489593292899,False
Autonomous,1.1268662599473402,Break Turn,6.633713241868422,55.0249796259838,False
Autonomous,0.7484336333239044,Zoom Climb,6.40012393410161,54.072857632506725,False
Autonomous,0.9422860485188594,Break Turn,6.729260368146202,12.292911108134277,False
Autonomous,0.6489095265169602,Break Turn,8.478947609314622,34.75417713534647,True
Autonomous,0.846094213291807,Barrel Roll,6.9918624840606585,-53.29546143871799,False
Autonomous,0.8821410391154922,Barrel Roll,5.234134032855212,-42.8409981536597,False
Autonomous,0.9327526443213827,Break Turn,8.596201909409963,-8.869022994367064,False
Autonomous,0.7776561213679762,Barrel Roll,6.412484454312993,-50.23814632297203,True
Autonomous,1.1906477049508228,Zoom Climb,6.2262770439780075,45.643196236610024,False
Autonomous,1.1353855944439823,Break Turn,8.383445463147353,-14.848849736290106,True
Autonomous,1.0440028411492057,Split-S,7.762710910741649,-30.153101468365445,False
Autonomous,0.8041162911417898,Break Turn,6.528384111918547,-3.7607229607048467,True
Autonomous,0.5831725413876503,Break Turn,8.556975879691732,29.305398833195753,False
Autonomous,0.6662545299047289,Break Turn,7.43717644880926,-25.714549646176714,False
Autonomous,0.6565170869636168,Split-S,8.005273122566836,57.348080250512496,False
Autonomous,0.7258804717943086,Zoom Climb,5.5554022181726,59.155775534316035,True
Autonomous,0.8876979990809245,Zoom Climb,4.650869094179539,-40.05414817088965,False
Autonomous,0.7061457627876009,Break Turn,8.068895200210159,10.117717430772032,False
Autonomous,0.5318124662390205,Zoom Climb,6.417404814815693,-53.056332269075114,False
Autonomous,0.574729246155119,Break Turn,7.193452957452831,-37.42546083314864,False
Autonomous,0.7473465596182369,Split-S,6.664844812410598,-16.75858857536781,False
Autonomous,0.8172685927801817,Barrel Roll,6.072192732688241,-22.85668604564067,False
Autonomous,0.9793118207877154,Break Turn,6.832962813059375,-50.85595444810042,False
Autonomous,0.7916473404169354,Break Turn,8.033537989839475,-9.810835645125735,False
Autonomous,1.1062447226502858,Break Turn,6.912085652842502,-10.649386009755716,False
Autonomous,0.8362590573064482,Barrel Roll,5.300833782207056,11.29568584225622,False
Autonomous,1.1789400784702222,Barrel Roll,6.1381629383314955,-52.37858044919984,True
Autonomous,0.5936964831604432,Break Turn,6.640938741627318,43.76668515060639,False
Autonomous,1.1998023713002914,Split-S,8.282914380644108,10.217943879056634,False
Autonomous,1.029956841429719,Barrel Roll,5.494696203486395,-5.934703762788779,False
Autonomous,1.1678357190811055,Break Turn,7.018069122520141,45.38648009750307,False
Autonomous,0.532827527453854,Barrel Roll,5.227115184399258,20.588783471135955,False
Autonomous,1.0406228742149475,Barrel Roll,5.615554479542099,37.96628822556748,False
Autonomous,0.5618857563559526,Barrel Roll,5.8069657324247945,-43.91817258592312,True
Autonomous,1.0285960789715332,Break Turn,8.098403392435605,36.60536010232343,False
Autonomous,0.9320845984681043,Split-S,6.876468897016492,10.790122422555967,False
Autonomous,0.8062324454166103,Barrel Roll,6.4527940653004565,5.693556827893389,False
Autonomous,1.1373298948822912,Split-S,7.5552167505696834,43.48364504960942,False
Autonomous,0.6029514366503266,Zoom Climb,6.184182830037419,32.2701289578477,True
Autonomous,0.5321028864832431,Split-S,7.231545234982174,-20.549806765499014,False
Autonomous,0.6681019331447351,Barrel Roll,6.07452683342814,-4.785700921971355,False
Autonomous,0.7802103422371969,Zoom Climb,5.78174948960643,-38.17438987210262,False
Autonomous,1.1277518869342082,Barrel Roll,6.0304721097284215,56.773241912412516,False
Autonomous,0.6566943461344243,Break Turn,6.922337657680411,-26.569159316164964,False
Autonomous,0.5620917736299389,Break Turn,7.836058759331308,-17.281021887361668,False
Autonomous,0.5901238788097507,Split-S,7.725987071573414,-55.28254321906813,False
Autonomous,0.9395302726436354,Barrel Roll,6.023314027094522,-41.16267807405676,False
Autonomous,0.5018165170685526,Zoom Climb,6.112402559586123,29.791162846039,False
Autonomous,0.6465445263356973,Barrel Roll,6.8480835182148665,-31.666016025911482,False
Autonomous,0.8718860277814737,Split-S,7.868677345334391,-55.59801565312825,False
Autonomous,0.9993447101191867,Barrel Roll,6.688881345267258,29.953947841030484,True
Autonomous,1.107050486752306,Split-S,7.331543166137558,-30.90353956383244,False
Autonomous,0.7640989141732358,Split-S,7.4099127300470915,40.885198305351736,True
Autonomous,0.8747348948108664,Break Turn,8.726318201849738,11.23109442648584,False
Autonomous,1.0524198670251368,Break Turn,7.698955254385625,10.103938165700313,False
Autonomous,0.8904195861653061,Zoom Climb,5.363319092459359,-44.69036366453235,False
Autonomous,0.7541576074790446,Split-S,7.518888055733932,-30.67762134424146,False
Autonomous,0.7312439368966398,Break Turn,7.093066979339986,-47.78610328555155,False
Autonomous,0.6721704098691557,Zoom Climb,6.201635035672292,-49.45348505518274,False
Autonomous,0.5389574425498828,Break Turn,6.700584364154105,2.9413667484305606,False
Autonomous,1.1876650318360245,Barrel Roll,6.793220525948041,9.119810136679192,False
Autonomous,0.5037100044783238,Split-S,6.64475706761235,-39.4934895131921,False
Autonomous,1.15056319238931,Barrel Roll,6.0700734640898215,-2.805661904830565,False
Autonomous,0.6435542921046213,Split-S,6.809198091010609,-8.947627366029984,False
Autonomous,0.6696868126905562,Barrel Roll,6.414460191288889,32.13354017314066,True
Autonomous,0.8542727694515428,Barrel Roll,5.962280203709635,3.910731906190307,True
Autonomous,0.7356229947357444,Split-S,7.3715077948453835,5.870637586677276,False
Autonomous,0.9792000835158833,Zoom Climb,5.009281309527528,21.780326666871517,False
Autonomous,0.9169471184254909,Zoom Climb,5.7122037621116775,35.31473399597549,True
Autonomous,1.0955092220115183,Zoom Climb,6.430053821333026,-45.084333181734635,False
Autonomous,1.1568383197747263,Zoom Climb,5.258457169927601,51.17393083076534,False
Autonomous,0.5336662507748614,Break Turn,6.849430941565724,35.432077423186826,False
Autonomous,0.6145591600059932,Break Turn,6.96601246697036,-31.716990472200028,False
Autonomous,1.135506291323761,Break Turn,8.69300135203277,-12.906587109283755,False
Autonomous,0.807394435999153,Split-S,8.249168613230433,14.892185301820518,False
Autonomous,0.8071212727718373,Break Turn,7.080531737867044,47.948948792948215,False
Autonomous,0.880487002779792,Zoom Climb,4.958050781849593,5.141917273609067,False
Autonomous,0.732971050138739,Barrel Roll,5.669811229314172,-43.28735128039353,False
Autonomous,0.9340509291499595,Zoom Climb,5.982921822278091,8.778101910886647,False
Autonomous,1.0266821840271758,Break Turn,7.1212228495361645,29.27355510872124,True
Autonomous,0.8989227794099215,Split-S,7.234953717827157,30.556235023213986,True
Autonomous,0.8755369460392163,Barrel Roll,6.692904583469036,-44.70136052016211,False
Autonomous,1.0581067560456874,Break Turn,7.7158937049890195,-10.925378749740815,False
Autonomous,0.5085421506226312,Barrel Roll,6.3878968889342005,5.126933201711537,False
Autonomous,0.7419871954527436,Barrel Roll,6.918149589128055,-18.897089138574792,False
Autonomous,0.796517803694338,Split-S,8.368208349029539,-41.59783162607037,False
Autonomous,0.8541220752191261,Break Turn,7.140038829634156,27.13147032748809,False
Autonomous,0.5715488649576397,Zoom Climb,5.893301647753784,50.69992574127548,False
Autonomous,0.6067773300399829,Zoom Climb,5.248870739440844,-51.729415275933746,True
Autonomous,0.5729728762362667,Break Turn,8.813921282266941,-5.899275431504151,True
Autonomous,1.1893888392736343,Split-S,6.465802198735302,40.498894680299045,False
Autonomous,0.7180109848319488,Barrel Roll,6.182550871489859,-12.11967553558437,True
Autonomous,0.7346380691521306,Zoom Climb,6.075579777428985,12.446583807616676,True
Autonomous,0.7901532089425394,Split-S,8.299639041031902,-18.43848067608465,False
Autonomous,1.0162508736768239,Break Turn,7.967670560341418,-56.0583995707874,False
Autonomous,0.6737585099300063,Break Turn,7.7459194318487,-9.728946059454252,False
Autonomous,0.7536757293816432,Barrel Roll,5.555174345258836,-33.58833431026835,False
Autonomous,0.8606215776847688,Break Turn,8.902675793673637,-42.160472669626444,False
Autonomous,0.5597447676550507,Break Turn,6.96115717854714,-24.04849058802276,False
Autonomous,0.7781226808203185,Barrel Roll,5.419811186191172,47.76651473288565,False
Autonomous,0.6334814044645666,Break Turn,7.444314868600423,40.38777759507995,False
Autonomous,0.70583127545468,Barrel Roll,5.9065776694960554,2.9268323193096037,False
Autonomous,0.7805341426127281,Split-S,7.913390702665602,-47.64222248024214,False
Autonomous,0.5528523546627224,Barrel Roll,5.746618632559506,-27.51063922277355,False
Autonomous,0.7861139197686675,Barrel Roll,6.957862871231923,40.77466313478847,False
Autonomous,0.7855891467553913,Break Turn,7.0549304048323735,-32.27102440943143,False
Autonomous,0.5137973764280549,Split-S,6.848178114740477,8.333222131620033,False
Autonomous,0.8897051093483562,Zoom Climb,4.69888278551869,-30.81933708006551,False
Autonomous,1.0989875276743999,Barrel Roll,6.92529863710975,53.32916706927281,False
Autonomous,0.7844746157914654,Barrel Roll,6.79267163704224,-58.43976917871168,True
Autonomous,0.6455203786022191,Barrel Roll,5.245553779325417,45.17328910503525,False
Autonomous,0.9927622945969565,Break Turn,8.543608904346103,-18.981917796254884,False
Autonomous,0.7657846857170868,Barrel Roll,5.068456221641059,39.678540787829974,False
Autonomous,1.0416841662409382,Break Turn,7.590316322838292,-24.664108854969882,False
Autonomous,1.0345240559118325,Zoom Climb,4.728475851840794,7.893194395987251,False
Autonomous,0.8297458168856701,Zoom Climb,5.350427008938467,-57.30368300158591,False
Autonomous,0.8791439502626068,Break Turn,7.506375108992451,-33.837227100709626,False
Autonomous,0.7951927541872972,Split-S,7.314225455756715,-39.39848569820358,False
Autonomous,0.5128734735832268,Split-S,7.324154196637703,37.80653140829486,False
Autonomous,0.547022779940997,Break Turn,8.12855097087966,39.56901644486419,False
Autonomous,0.5076970800609363,Break Turn,7.159209506586541,-28.020192795494133,False
Autonomous,0.6755114623931184,Break Turn,8.162591686365639,-38.95544656518605,False
Autonomous,0.7931393674244511,Zoom Climb,6.041822754128541,-9.355672853917518,False
Autonomous,1.1710390241192543,Break Turn,6.706996669812816,12.378253135966588,False
Autonomous,0.7725069298293836,Zoom Climb,5.374386792714487,49.86164127502968,False
Autonomous,0.9272832669055703,Split-S,7.190126005497749,19.64053984351777,False
Autonomous,1.0128004680471752,Break Turn,7.174778055980488,4.781133468983214,False
Autonomous,1.0890707622170304,Break Turn,7.740915618003091,11.621141870026705,False
Autonomous,1.0396385426220753,Break Turn,7.360959330110584,-17.81518066389374,False
Autonomous,0.9934478847822671,Zoom Climb,5.3696546772074925,-30.431756011307183,False
Autonomous,1.0595911152782853,Zoom Climb,6.435398776414173,-59.36954177299381,True
Autonomous,0.7202175897665877,Barrel Roll,6.834627150924486,-43.58176428972463,False
Autonomous,0.812204041070569,Barrel Roll,5.173410423724367,54.98049516047165,False
Autonomous,0.9472645697339832,Break Turn,8.146958416776794,23.073187742142295,False
Autonomous,0.6747676062014302,Break Turn,8.116662297792908,23.181025374830966,True
Autonomous,0.9689422251850275,Zoom Climb,5.911150345031377,51.029798089879904,False
Autonomous,0.8975616613868407,Split-S,6.782137141263969,-45.537290545624266,False
Autonomous,0.6348193194499413,Zoom Climb,6.4421164903307355,53.311978693612076,False
Autonomous,1.1034298556925193,Barrel Roll,5.910287370072313,2.6921491285402723,False
Autonomous,0.9551171453102596,Zoom Climb,4.960017674575406,-45.531973706726546,True
Autonomous,0.9874021431146978,Zoom Climb,5.382064323496323,-11.461746038177914,False
Autonomous,1.0627838855806284,Zoom Climb,6.081446329677927,-21.749699648151612,False
Autonomous,1.120184423765331,Split-S,8.191663444656124,-9.89926991665294,False
Autonomous,1.1932389193392439,Barrel Roll,6.749403345368399,3.472456083265442,False
Autonomous,1.0591482650415658,Barrel Roll,5.018970867256996,-53.67793968273257,True
Autonomous,0.5263177412443826,Zoom Climb,5.75501092643674,44.841253702360646,False
Autonomous,1.0377913897051627,Break Turn,7.340926159571055,2.7023029961427696,False
Autonomous,0.5023424534300854,Break Turn,7.386555394101942,-25.531321001510193,False
Autonomous,0.663525425734937,Break Turn,7.1931641142419345,49.24069224690412,True
Autonomous,0.5766273190753806,Break Turn,8.199118206732674,-33.8095334561923,False
Autonomous,1.0504415100908864,Barrel Roll,6.177108457946491,57.8796618096098,False
Autonomous,0.9205589125095386,Split-S,7.533528473026769,-39.95592646895098,False
Autonomous,0.6621701909684103,Zoom Climb,6.175651470566491,-32.33169650339772,False
Autonomous,0.5842371334244971,Barrel Roll,5.3530560640110165,-33.54165491157896,False
Autonomous,1.0457091314967273,Split-S,8.001924217824687,15.573350759538371,False
Autonomous,0.8627822566734745,Zoom Climb,6.489815645292871,-39.13257009366153,False
Autonomous,1.030766932992864,Split-S,8.490839439516812,47.692337765544465,False
Autonomous,0.9360561680545831,Break Turn,7.842436057233534,11.152792181004372,False
Autonomous,0.5640407861784285,Break Turn,7.477924415200949,-27.244875017242208,False
Autonomous,0.5310636644732657,Split-S,8.155319043163626,37.141928966985375,False
Autonomous,0.8856001594263975,Barrel Roll,5.562781921155054,-29.68210872469379,True
Autonomous,0.9870000049948251,Zoom Climb,5.491751470157542,-50.27445409108225,False
Autonomous,0.9782811345617171,Break Turn,8.978688337862621,-52.617956851291794,False
Autonomous,0.8612553143105317,Barrel Roll,6.649361931850298,-18.262895051736834,False
Autonomous,0.8960123747970536,Break Turn,8.334774797384254,2.551237461649791,False
Autonomous,0.6716998725787342,Barrel Roll,6.734588401919605,25.00355720580417,False
Autonomous,0.9882300231684985,Split-S,6.26458523457146,23.878888564750525,False
Autonomous,1.117145992939245,Break Turn,8.67960881936308,-56.4903260358529,False
Autonomous,0.5902089072314116,Barrel Roll,5.457250323049847,49.04415711232414,True
Autonomous,0.8893272145278299,Break Turn,7.768669334402091,-59.23369539397997,False
Autonomous,0.9318488428630195,Break Turn,7.899610780772074,-46.09873718636908,False
Autonomous,0.5063506832569075,Break Turn,8.449613487877858,-47.16232334076499,False
Autonomous,0.8788866050732771,Zoom Climb,6.1802430054824375,-12.941854626576408,False
Autonomous,1.0275891838353632,Split-S,8.343071218091128,22.54628667609761,True
Autonomous,0.7106744968627714,Break Turn,8.427460731330338,25.028640552315522,False
Autonomous,0.5405443223911588,Zoom Climb,4.591484067625026,44.58441673828516,False
Autonomous,1.178214498699984,Zoom Climb,5.795147286803815,11.327503107425443,False
Autonomous,0.5459383012018091,Break Turn,7.309025547873853,-1.3628171514401117,False
Autonomous,0.9783067636245536,Split-S,6.397345708191891,-3.7752699877698745,False
Autonomous,0.5715355337856033,Break Turn,6.909059552979173,35.37714584999152,False
Autonomous,0.6545387289521323,Split-S,7.9320569500420115,-32.39355803622793,True
Autonomous,1.107638025772605,Split-S,6.377644729452251,-8.119823874887771,False
Autonomous,0.7938091218482857,Barrel Roll,6.929040944540417,31.21128941257166,False
Autonomous,0.7183663933465914,Split-S,8.235248009197836,-32.405447293069656,False
Autonomous,0.5217938580191579,Break Turn,8.28731010050562,7.530034361205921,False
Autonomous,0.8802629640529707,Zoom Climb,4.8710510314062425,44.23478015467329,False
Autonomous,1.0396452912508365,Split-S,7.3258859843206405,-57.85657290260168,False
Autonomous,0.7059175813404345,Zoom Climb,6.3416956956313735,13.998037742488563,False
Autonomous,0.8370656460587851,Split-S,7.495818162806067,12.876773791520549,False
Autonomous,0.8908888708082385,Zoom Climb,5.483189093482874,-52.29492755098391,False
Autonomous,0.6882953831045684,Zoom Climb,5.366493497943312,58.12216888834847,False
Autonomous,0.8252190176450671,Split-S,6.981233891016712,-2.40733983394518,False
Autonomous,0.7041638050965122,Break Turn,8.392648169028059,54.31783656464604,False
Autonomous,1.0069997156884885,Barrel Roll,5.20986035683635,-30.954598096496703,False
Autonomous,0.5997468800310592,Zoom Climb,5.464712763103183,-34.758050409735766,False
Autonomous,1.0430633150550692,Split-S,6.81615327060998,2.125397206165374,True
Autonomous,0.7454388518464266,Break Turn,8.561285117242084,-17.063837888607438,False
Autonomous,1.18422647042035,Split-S,7.723662422843164,36.070403893089946,False
Autonomous,0.6172378075813488,Break Turn,8.878874935888318,-45.09360399263288,False
Autonomous,0.9163436461638552,Break Turn,6.629928209128681,4.955560236128463,False
Autonomous,1.10967838662226,Split-S,7.563261650534869,34.01072711299376,False
Autonomous,0.8390789133018284,Barrel Roll,6.7896333121210555,5.711085138448354,False
Autonomous,0.8166227991628101,Barrel Roll,5.0815082121849455,-40.320062281260334,False
Autonomous,1.0073785919118408,Zoom Climb,4.994206468020293,-40.8546383864174,False
Autonomous,0.653449791150631,Barrel Roll,5.94036518539333,29.31348787139467,False
Autonomous,0.8035587337694722,Zoom Climb,5.496391432906278,6.643626112515747,False
Autonomous,0.6599183189319091,Zoom Climb,5.584957271438735,-0.8067783859440496,True
Autonomous,0.7822829527866823,Break Turn,6.680496022447939,-56.32169973530327,False
Autonomous,0.8238360697175213,Split-S,8.401951378717442,-10.091116062367107,False
Autonomous,0.9401353727441615,Zoom Climb,5.242077525969205,58.51794764832694,True
Autonomous,1.106922047285714,Zoom Climb,5.676116756180159,-56.472666509219124,False
Autonomous,0.9243320994928201,Barrel Roll,6.8014037280225175,-9.393488775185347,False
Autonomous,0.9146452300153536,Split-S,6.8978775741655785,-13.938341775864444,False
Autonomous,1.0851986446468467,Break Turn,6.82891921281815,25.898995761850628,False
Autonomous,0.6257781762091694,Zoom Climb,5.245697274377869,1.5138246246966176,False
Autonomous,0.5483929503306336,Break Turn,7.118077686007942,44.48998815270137,False
Autonomous,0.8603721477507831,Break Turn,8.1565531975208,-48.56861904544485,False
Autonomous,0.718503639687513,Zoom Climb,5.016266865402255,18.808399744955068,False
Autonomous,1.0414311879806204,Zoom Climb,5.293319552687124,-31.556657146999658,False
Autonomous,1.1185967687625267,Split-S,6.424394762718852,2.3728738267221203,False
Autonomous,1.0802183561178267,Break Turn,7.623584588034344,10.546124533246427,False
Autonomous,0.6767694474527934,Split-S,6.419048040720794,-55.59942876797484,False
Autonomous,0.9646631693352635,Break Turn,8.454475824612574,24.646271293464423,False
Autonomous,1.1049513243719182,Split-S,6.514603025091921,-46.56964567227266,False
Autonomous,0.5399607992625204,Barrel Roll,5.462261824855293,-53.79637953101677,False
Autonomous,0.657290823880876,Break Turn,8.834687543819761,-22.061267402789937,False
Autonomous,0.5291010013352745,Split-S,6.993447471161002,-2.41235020895121,False
Autonomous,0.5121658531298358,Break Turn,8.09779984453875,44.150195342402654,False
Autonomous,0.8609172200054751,Split-S,6.8566337203022885,3.869398659155891,True
Autonomous,0.5929002576734942,Zoom Climb,5.909361525473294,-35.7775857452462,False
Autonomous,1.1789384322750893,Break Turn,8.32707368717719,-41.26033862493912,False
Autonomous,1.1743427829742794,Barrel Roll,6.385251904452329,40.57383475777323,False
Autonomous,0.978273619802752,Split-S,6.610368226055936,39.70526296100465,False
Autonomous,1.037963555166654,Barrel Roll,6.861897391013955,22.743210123787335,False
Autonomous,0.6509726066784021,Zoom Climb,6.153677767423755,20.036582038908875,False
Autonomous,0.7440015670693794,Split-S,8.498534314426667,-54.21455533673328,False
Autonomous,0.7848355725060094,Zoom Climb,6.004855525231145,-49.14219656555391,False
Autonomous,0.5763767422360249,Split-S,7.010350804127582,-20.756020612411355,False
Autonomous,1.065492159358881,Split-S,8.194727897603318,-21.93651398815217,False
Autonomous,0.7629705763172085,Split-S,7.361222744902124,-59.30896074022541,False
Autonomous,0.7565230744099785,Barrel Roll,6.126877854696918,-14.34963549206428,False
Autonomous,0.9175398324897951,Zoom Climb,5.24650358325868,-32.72764472842182,True
Autonomous,0.9224140153669644,Split-S,7.606439922367974,31.121319350743917,False
Autonomous,0.8796545654858168,Zoom Climb,5.538163570272436,-2.4981746844322856,True
Autonomous,0.7388734793383094,Zoom Climb,4.79798371194039,3.1948556722751533,False
Autonomous,0.8336868325288114,Barrel Roll,6.529766523084256,37.55828864593121,False
Autonomous,1.1688665871684543,Break Turn,8.555983547042645,-8.296549015436,False
Autonomous,0.5498961890386147,Barrel Roll,5.4869645931525985,51.2441453755568,True
Autonomous,1.1541052187638599,Split-S,6.486395807963253,-40.040207070822945,False
Autonomous,0.8661593072072493,Split-S,6.768224912315716,36.36310773991961,False
Autonomous,0.7179153894092025,Zoom Climb,5.935271571817259,-12.011375183501258,False
Autonomous,1.0762218109169621,Split-S,6.452873373836701,21.73414247579794,False
Autonomous,0.8676143685669421,Barrel Roll,5.59055657844062,35.208870977740474,False
Autonomous,1.1424267424199641,Zoom Climb,5.467091293439849,36.71910597301897,False
Autonomous,0.5303887729983734,Split-S,6.280760861028048,-59.689918218602116,False
Autonomous,0.8606226192336122,Zoom Climb,4.956159543897865,-34.554619211012806,False
